0 : 0 - swing: 53 test: -3
1 : 0 - swing: 53 test: -3
2 : 0 - swing: 53 test: -3
3 : 0 - swing: 53 test: -3
8 : 0 - swing: -9 test: -3
29 : 0 - swing: 17 test: -3
4 : 0 - swing: 27 test: -3
16 : 0 - swing: -13 test: -3
12 : 0 - swing: -22 test: -3
20 : 0 - swing: 32 test: -3
24 : 0 - swing: -10 test: -3
30 : 0 - swing: 17 test: -3
9 : 0 - swing: -9 test: -3
21 : 0 - swing: 32 test: -3
17 : 0 - swing: -13 test: -3
10 : 0 - swing: -9 test: -3
25 : 0 - swing: -10 test: -3
31 : 0 - swing: 17 test: -3
18 : 0 - swing: -13 test: -3
22 : 0 - swing: 32 test: -3
11 : 0 - swing: -9 test: -3
26 : 0 - swing: -10 test: -3
28 : 0 - swing: 17 test: -3
23 : 0 - swing: 32 test: -3
19 : 0 - swing: -13 test: -3
5 : 0 - swing: 27 test: -3
13 : 0 - swing: -22 test: -3
27 : 0 - swing: -10 test: -3
6 : 0 - swing: 27 test: -3
14 : 0 - swing: -22 test: -3
7 : 0 - swing: 27 test: -3
15 : 0 - swing: -22 test: -3
