highest
0
5470
4710
5119
5759
5220
5470
5640
4689
5690
5520
5009
5070
5569
5129
4931
5339
5209
5310
5200
4701
5200
5519
5159
5670
5650
5640
5220
4990
6429
5931
5580
5229
5819
5110
4901
5549
5739
5049
5249
5241
5430
5610
5230
5130
5530
5169
5720
5059
5060
5070
5269
5400
5250
4830
5340
5659
4890
5020
5549
5560
5380
6080
5400
4800
5260
5409
5230
5379
4819
5140
5229
5510
5120
5300
4859
5279
5599
4989
4680
5680
5520
5059
5100
5150
5180
5409
4699
5359
5540
5610
5000
4759
5120
5370
5000
5509
4719
5269
5840
4720
4689
5879
5039
5049
5039
5699
5110
5300
4720
5250
5449
4970
4600
5629
5439
4880
5299
5330
4979
5250
4969
5300
5620
5180
4999
5349
4740
5789
5439
4779
5259
5460
5149
4880
5189
5649
5240
4740
5580
5499
4981
5320
4699
5310
5559
4840
4709
5499
5240
5039
5811
5390
5339
5259
5010
5011
5279
5070
5319
4699
5390
5939
4899
4580
5609
4910
5450
4939
5319
5220
5461
4550
5189
5680
5770
5240
5019
5039
5280
4990
5221
4640
5320
5419
4899
4670
5509
4999
4759
5379
5241
5180
5250
4740
5309
5361
5390
5279
6019
4960
4960
5400
5279
5110
5870
5650
5199
5279
5300
5069
5479
4969
5180
6069
4989
5349
5030
5699
5039
4940
5019
5449
5259
5669
5490
4850
5380
5279
5259
5579
5479
5149
5429
4630
5599
5469
4770
4660
5630
5310
5070
5150
5269
5119
5369
4930
4630
5610
4899
4919
5180
5690
5169
5589
5380
4979
5239
4960
5180
5620
5199
5189
5500
5179
5080
5090
5199
5170
5559
5279
5439
5989
5579
4949
4999
5380
4960
5309
4829
5149
5530
5559
5100
5049
5199
5299
4941
5330
5279
5180
5980
5191
5259
5510
5309
5259
5281
4660
5250
5549
4929
4711
6179
5340
5039
5149
5281
5060
5840
5050
5090
5121
5319
5230
5119
5119
5211
5309
4939
4839
5950
5090
4889
5070
4849
4789
5691
5330
4889
5250
4999
5091
5060
5090
5159
5749
5140
4709
5810
5100
5129
5720
5200
5220
5510
5670
5180
5370
5599
5040
4989
5161
5220
5220
5699
4699
5290
5810
5019
4889
5599
5269
5180
5070
5499
5120
6029
5220
4870
5309
5150
5080
5240
4930
5640
5579
5299
5180
6009
4960
4770
4969
5100
4950
5500
4729
5269
5279
5250
5059
5580
4960
5110
5670
5139
5750
5690
5540
4670
5149
5119
5180
5569
4629
5520
5639
5640
5119
5559
5590
5129
5019
5210
4749
5250
5739
5469
4839
5680
5250
5980
5369
5230
4859
4969
5020
5849
5789
5040
4879
5449
4769
4700
5639
5050
4630
5549
5620
4969
4859
5110
5159
5039
5259
5040
5800
5300
4879
4690
5980
5320
5530
4589
4750
5490
4770
4810
5459
5200
4999
5440
5349
5160
5579
5259
4850
5680
4989
4940
5259
5230
5750
5629
5640
5090
5169
5629
4850
4620
5540
5019
5369
5299
5500
4960
5161
5039
5040
5540
5209
5119
5549
5090
4790
5500
5510
5050
5100
5230
5179
6950
5940
5360
5319
5370
4879
5189
5230
4750
4829
16091
5510
5299
5220
5500
5279
4800
4749
5930
5110
4980
5490
5299
5380
5900
4689
4660
5690
5390
5219
5111
5099
4940
5110
4840
5149
5490
5790
5419
4839
4880
5279
5070
4981
4960
5139
5760
5719
4861
5140
4660
5549
5849
4811
4709
5640
5180
5289
5780
5069
5289
5080
5230
5349
4849
5299
5939
5031
4920
4960
5279
5419
5351
4709
5139
5649
4950
4650
5699
5409
5529
18610
4900
4839
4989
5200
4841
4870
5200
4950
5070
5119
4570
5370
5209
4970
4640
5549
5289
5240
5820
6159
4960
4880
5379
5121
5009
5269
4570
5410
5320
4910
4670
5309
4900
4761
5740
5089
5269
5629
5561
4940
6000
5099
4799
4979
5090
4920
5589
4999
5650
5369
4780
4850
5259
4869
5210
5470
5240
4920
5130
4999
5140
5559
5220
5039
5170
5049
5259
22940
4930
5069
5309
4689
5350
5050
5019
5080
4719
4950
5490
5450
5629
5700
5701
5530
5380
4960
5089
5400
4920
5110
5010
5100
5600
5340
5569
5399
4960
4801
5470
4960
5399
4799
5111
4930
6120
5110
4739
5180
5050
4950
5769
4699
5141
5500
4859
4609
5410
5009
5240
5119
5250
5120
5059
4620
5259
5500
5180
4660
5190
5149
5279
5360
5250
5140
5619
5200
4979
5120
4530
5329
5210
4540
4729
5439
5050
4719
4930
5630
4930
4749
4920
5439
5180
5549
4620
5179
5259
4789
4859
5329
4940
4809
5030
5141
5039
5190
4480
5349
5630
5120
5350
5380
5160
4520
5929
4999
4950
5050
5280
4780
5070
5089
4979
5141
4670
5050
5649
4880
4589
5439
5059
4689
4920
5031
5480
5440
5350
5169
5369
4890
5029
5919
4920
5091
4979
5130
5159
