210 : 4194304 - swing: 53 test: 20
60 : 4194304 - swing: 53 test: 20
116 : 4194304 - swing: 53 test: 20
324 : 4194304 - swing: 53 test: 20
139 : 4194304 - swing: 53 test: 20
353 : 4194304 - swing: 53 test: 20
204 : 4194304 - swing: 53 test: 20
290 : 4194304 - swing: 53 test: 20
442 : 4194304 - swing: 53 test: 20
173 : 4194304 - swing: 53 test: 20
4 : 4194304 - swing: 53 test: 20
178 : 4194304 - swing: 53 test: 20
505 : 4194304 - swing: 53 test: 20
320 : 4194304 - swing: 53 test: 20
481 : 4194304 - swing: 53 test: 20
261 : 4194304 - swing: 53 test: 20
421 : 4194304 - swing: 53 test: 20
257 : 4194304 - swing: 53 test: 20
501 : 4194304 - swing: 53 test: 20
425 : 4194304 - swing: 53 test: 20
488 : 4194304 - swing: 53 test: 20
409 : 4194304 - swing: 53 test: 20
33 : 4194304 - swing: 53 test: 20
386 : 4194304 - swing: 53 test: 20
371 : 4194304 - swing: 53 test: 20
300 : 4194304 - swing: 53 test: 20
226 : 4194304 - swing: 53 test: 20
350 : 4194304 - swing: 53 test: 20
392 : 4194304 - swing: 53 test: 20
12 : 4194304 - swing: 53 test: 20
171 : 4194304 - swing: 53 test: 20
246 : 4194304 - swing: 53 test: 20
134 : 4194304 - swing: 53 test: 20
122 : 4194304 - swing: 53 test: 20
20 : 4194304 - swing: 53 test: 20
26 : 4194304 - swing: 53 test: 20
219 : 4194304 - swing: 53 test: 20
397 : 4194304 - swing: 53 test: 20
448 : 4194304 - swing: 53 test: 20
81 : 4194304 - swing: 53 test: 20
415 : 4194304 - swing: 53 test: 20
59 : 4194304 - swing: 53 test: 20
292 : 4194304 - swing: 53 test: 20
41 : 4194304 - swing: 53 test: 20
472 : 4194304 - swing: 53 test: 20
431 : 4194304 - swing: 53 test: 20
78 : 4194304 - swing: 53 test: 20
494 : 4194304 - swing: 53 test: 20
314 : 4194304 - swing: 53 test: 20
496 : 4194304 - swing: 53 test: 20
378 : 4194304 - swing: 53 test: 20
365 : 4194304 - swing: 53 test: 20
306 : 4194304 - swing: 53 test: 20
140 : 4194304 - swing: 53 test: 20
67 : 4194304 - swing: 53 test: 20
38 : 4194304 - swing: 53 test: 20
8 : 4194304 - swing: 53 test: 20
72 : 4194304 - swing: 53 test: 20
504 : 4194304 - swing: 53 test: 20
97 : 4194304 - swing: 53 test: 20
507 : 4194304 - swing: 53 test: 20
506 : 4194304 - swing: 53 test: 20
418 : 4194304 - swing: 53 test: 20
333 : 4194304 - swing: 53 test: 20
156 : 4194304 - swing: 53 test: 20
3 : 4194304 - swing: 53 test: 20
104 : 4194304 - swing: 53 test: 20
103 : 4194304 - swing: 53 test: 20
109 : 4194304 - swing: 53 test: 20
46 : 4194304 - swing: 53 test: 20
402 : 4194304 - swing: 53 test: 20
329 : 4194304 - swing: 53 test: 20
276 : 4194304 - swing: 53 test: 20
211 : 4194304 - swing: 53 test: 20
319 : 4194304 - swing: 53 test: 20
447 : 4194304 - swing: 53 test: 20
209 : 4194304 - swing: 53 test: 20
208 : 4194304 - swing: 53 test: 20
458 : 4194304 - swing: 53 test: 20
16 : 4194304 - swing: 53 test: 20
55 : 4194304 - swing: 53 test: 20
118 : 4194304 - swing: 53 test: 20
344 : 4194304 - swing: 53 test: 20
117 : 4194304 - swing: 53 test: 20
270 : 4194304 - swing: 53 test: 20
197 : 4194304 - swing: 53 test: 20
112 : 4194304 - swing: 53 test: 20
148 : 4194304 - swing: 53 test: 20
