highest
0
110323
98248
98255
97906
97623
99671
98726
99024
96867
98505
100363
95716
99603
101989
99101
97380
96993
100578
93743
94523
94721
97752
96306
100913
100313
101493
101747
95347
96650
94135
97331
106399
91523
96563
95160
106552
100414
98243
101664
98057
96544
93880
96198
96087
94571
95066
92921
92631
100321
98266
94766
96480
96566
94963
101981
93760
98792
95037
93893
96366
109809
93489
94912
94645
94708
96870
91591
94956
98102
96110
97830
103268
98374
96684
93975
94027
91776
93512
95625
98064
95785
103156
94711
94567
97810
99662
94937
97249
96175
96554
95790
91750
94244
91756
93869
92321
103332
94191
95790
92549
103699
96912
93481
93608
98676
93269
103070
96703
112270
101033
112413
92066
93652
93595
93752
94602
94349
93381
96506
92714
99343
93766
93174
93328
94307
97605
96162
99509
96862
95739
93374
91425
103127
98089
96320
91292
90185
91963
92981
93534
97945
94397
91548
90928
114869
116411
133588
116908
93333
94636
93520
96296
94390
97705
97000
93311
101369
91572
93449
94260
92448
91789
96180
99107
95378
92737
92574
93746
99112
94162
93825
97515
103062
99199
96350
93381
101903
93460
92952
91492
98410
116576
104142
117169
93776
92724
95246
93896
93249
90911
91687
94534
99600
95193
92140
91026
91607
93952
95659
94949
137525
99000
93054
91597
97073
93759
92583
91062
92300
94389
92759
94298
92333
95549
92436
92964
97980
93078
139311
108310
160752
110116
92287
91713
91908
96610
101673
93074
101031
91750
93658
93128
91484
92341
95594
94923
94452
128936
95857
91509
98663
92725
95895
92719
92837
96766
95092
97588
94870
92303
93965
93251
98958
95656
90616
101844
102537
96462
110014
95490
95536
97943
93295
97092
98451
93636
94801
93987
93262
96446
91179
95837
94405
99998
92390
93118
99027
95237
93617
97462
95729
92247
95548
95705
93381
94176
91260
92994
96226
92192
94864
107031
91735
104158
106605
106013
94635
97513
104813
95647
101920
95452
94257
99852
93361
93721
93205
97696
96778
92067
95011
104682
98713
92860
95750
91764
93169
94881
93139
91695
93328
94909
92913
102417
98198
97315
98075
98465
92027
103564
93553
115660
91691
91568
91982
92218
96989
90872
93408
94284
93743
95562
95502
93647
93461
91778
92273
93136
99850
93381
92016
95836
97911
91448
91621
92175
96243
96501
93560
91235
98681
96433
90373
92310
91447
97995
94699
107057
91943
100983
92095
112821
98288
94008
94332
92336
92626
95177
91027
97950
92878
91925
91945
93451
95853
95736
111724
96442
91078
93660
90890
97429
93450
95000
90484
94136
101514
95345
95625
92005
91182
93328
94994
91662
92031
99754
107099
112189
96064
94733
90924
92580
93808
90948
93777
95118
93599
97581
94119
92409
97566
93503
91162
94949
91385
95922
90006
101676
92108
90956
92105
93554
100144
96045
92226
93639
92234
99313
95905
92275
89713
95496
91421
94741
99714
135841
93555
92764
93639
94885
94508
95616
93586
98743
96624
92291
98075
94488
91220
92474
93483
96904
105119
95257
97433
93814
93429
96693
97943
91765
93002
92137
93258
92820
93465
92752
96073
93611
94117
91148
116363
95475
106351
93129
134056
93399
90990
90908
93741
93200
95006
91612
99660
93376
92551
99269
97024
95550
95807
93318
93419
94758
90963
96168
96365
92156
90421
91268
94993
91304
95683
94739
90716
94616
94396
90696
96956
90212
138287
116820
119031
136157
92038
90966
98140
93752
92769
93085
96007
90772
91765
91146
94640
93572
91244
93346
97363
133545
93767
92322
103858
90903
93730
90814
95738
92547
98353
96393
92318
92412
90903
92138
95203
94635
118733
95872
133720
122572
105862
95547
94646
102356
93204
95298
99122
94766
92100
92524
91592
95025
92613
93710
93314
91932
123253
95259
96627
92721
92475
93496
93348
94115
91712
94599
95424
92989
100914
91817
102535
91352
95256
90977
101369
96523
92403
104318
95849
96705
95359
89893
97538
92348
91354
96063
92287
91602
98746
89511
95225
90885
92217
92290
138923
92496
92633
93274
90830
91263
91828
92859
96040
90384
93963
92925
103010
92084
90152
92646
94311
90569
100473
92076
112371
96182
112616
90065
97225
90091
93517
93619
92559
103701
119642
93752
93379
90972
92909
94422
99337
100205
92987
92892
98089
96108
92054
94993
96703
94039
93961
91938
98888
96169
96488
91949
93756
91534
93282
92632
103353
104231
171164
116361
101669
92828
95204
91138
92862
99301
98107
93678
90487
91872
91089
91721
95679
92496
93737
95942
94639
97109
96722
92915
96305
94841
92052
91553
98749
94502
94238
95795
91059
92268
95941
94057
91967
125039
91725
124828
100327
91156
93615
90081
90399
94243
96659
93103
92965
97013
99441
90068
