[1747659835.626736] [lrdn0543:502571:0]     ucp_context.c:1019 UCX  WARN  network device 'mlx5_0:2' is not available, please use one or more of: 'enp1s0f0'(tcp), 'ib0'(tcp), 'lo'(tcp), 'mlx5_0:1'(ib), 'mlx5_1:1'(ib), 'mlx5_2:1'(ib), 'mlx5_3:1'(ib)
[1747659835.627436] [lrdn0558:2715084:0]     ucp_context.c:1019 UCX  WARN  network device 'mlx5_0:2' is not available, please use one or more of: 'enp1s0f0'(tcp), 'ib0'(tcp), 'lo'(tcp), 'mlx5_0:1'(ib), 'mlx5_1:1'(ib), 'mlx5_2:1'(ib), 'mlx5_3:1'(ib)
[1747659835.628181] [lrdn0191:676040:0]     ucp_context.c:1019 UCX  WARN  network device 'mlx5_0:2' is not available, please use one or more of: 'enp1s0f0'(tcp), 'ib0'(tcp), 'lo'(tcp), 'mlx5_0:1'(ib), 'mlx5_1:1'(ib), 'mlx5_2:1'(ib), 'mlx5_3:1'(ib)
[1747659835.720133] [lrdn0086:1958912:0]     ucp_context.c:1019 UCX  WARN  network device 'mlx5_0:2' is not available, please use one or more of: 'enp1s0f0'(tcp), 'ib0'(tcp), 'lo'(tcp), 'mlx5_0:1'(ib), 'mlx5_1:1'(ib), 'mlx5_2:1'(ib), 'mlx5_3:1'(ib)
[1747659835.805601] [lrdn0086:1958912:0]     ucp_context.c:1019 UCX  WARN  network device 'mlx5_0:2' is not available, please use one or more of: 'enp1s0f0'(tcp), 'ib0'(tcp), 'lo'(tcp), 'mlx5_0:1'(ib), 'mlx5_1:1'(ib), 'mlx5_2:1'(ib), 'mlx5_3:1'(ib)
[1747659835.805327] [lrdn0191:676040:0]     ucp_context.c:1019 UCX  WARN  network device 'mlx5_0:2' is not available, please use one or more of: 'enp1s0f0'(tcp), 'ib0'(tcp), 'lo'(tcp), 'mlx5_0:1'(ib), 'mlx5_1:1'(ib), 'mlx5_2:1'(ib), 'mlx5_3:1'(ib)
[1747659835.805371] [lrdn0543:502571:0]     ucp_context.c:1019 UCX  WARN  network device 'mlx5_0:2' is not available, please use one or more of: 'enp1s0f0'(tcp), 'ib0'(tcp), 'lo'(tcp), 'mlx5_0:1'(ib), 'mlx5_1:1'(ib), 'mlx5_2:1'(ib), 'mlx5_3:1'(ib)
[1747659835.806152] [lrdn0558:2715084:0]     ucp_context.c:1019 UCX  WARN  network device 'mlx5_0:2' is not available, please use one or more of: 'enp1s0f0'(tcp), 'ib0'(tcp), 'lo'(tcp), 'mlx5_0:1'(ib), 'mlx5_1:1'(ib), 'mlx5_2:1'(ib), 'mlx5_3:1'(ib)
highest
0
53240732
54291015
54003345
53824152
54233218
54170492
52690804
54033783
52656154
52749873
52763471
54094417
54258319
54317542
53701057
52562194
51752054
52188349
53875083
53884484
53598216
53680476
53765332
53933773
53788200
53965374
53701298
53051062
54062277
54392051
54117163
52010102
54385910
53507492
53985230
53644602
53617150
52790721
53156008
53489707
53798888
52399290
53037647
53882326
53651362
54164296
53748144
54086536
52125583
54131472
53405876
53522531
54481211
52235006
54030680
52703451
54417742
54235902
53696727
53001437
53861982
51805772
53953381
52231747
54010293
54464069
52657321
52248055
53760089
54144988
52895389
53735780
53733450
53670710
53287620
52081580
53075869
52726542
53642563
52558214
54472480
53433027
54017481
54123649
53655870
53961548
53732848
53647268
53458541
52367987
52391066
52994462
51959334
54202323
54316763
53577458
53293927
53565099
53991878
