[1747659820.962220] [lrdn0191:676017:0]     ucp_context.c:1019 UCX  WARN  network device 'mlx5_0:2' is not available, please use one or more of: 'enp1s0f0'(tcp), 'ib0'(tcp), 'lo'(tcp), 'mlx5_0:1'(ib), 'mlx5_1:1'(ib), 'mlx5_2:1'(ib), 'mlx5_3:1'(ib)
[1747659820.985010] [lrdn0543:502545:0]     ucp_context.c:1019 UCX  WARN  network device 'mlx5_0:2' is not available, please use one or more of: 'enp1s0f0'(tcp), 'ib0'(tcp), 'lo'(tcp), 'mlx5_0:1'(ib), 'mlx5_1:1'(ib), 'mlx5_2:1'(ib), 'mlx5_3:1'(ib)
[1747659820.985205] [lrdn0558:2715059:0]     ucp_context.c:1019 UCX  WARN  network device 'mlx5_0:2' is not available, please use one or more of: 'enp1s0f0'(tcp), 'ib0'(tcp), 'lo'(tcp), 'mlx5_0:1'(ib), 'mlx5_1:1'(ib), 'mlx5_2:1'(ib), 'mlx5_3:1'(ib)
[1747659821.068209] [lrdn0086:1958878:0]     ucp_context.c:1019 UCX  WARN  network device 'mlx5_0:2' is not available, please use one or more of: 'enp1s0f0'(tcp), 'ib0'(tcp), 'lo'(tcp), 'mlx5_0:1'(ib), 'mlx5_1:1'(ib), 'mlx5_2:1'(ib), 'mlx5_3:1'(ib)
[1747659821.152877] [lrdn0086:1958878:0]     ucp_context.c:1019 UCX  WARN  network device 'mlx5_0:2' is not available, please use one or more of: 'enp1s0f0'(tcp), 'ib0'(tcp), 'lo'(tcp), 'mlx5_0:1'(ib), 'mlx5_1:1'(ib), 'mlx5_2:1'(ib), 'mlx5_3:1'(ib)
[1747659821.153222] [lrdn0191:676017:0]     ucp_context.c:1019 UCX  WARN  network device 'mlx5_0:2' is not available, please use one or more of: 'enp1s0f0'(tcp), 'ib0'(tcp), 'lo'(tcp), 'mlx5_0:1'(ib), 'mlx5_1:1'(ib), 'mlx5_2:1'(ib), 'mlx5_3:1'(ib)
[1747659821.153515] [lrdn0543:502545:0]     ucp_context.c:1019 UCX  WARN  network device 'mlx5_0:2' is not available, please use one or more of: 'enp1s0f0'(tcp), 'ib0'(tcp), 'lo'(tcp), 'mlx5_0:1'(ib), 'mlx5_1:1'(ib), 'mlx5_2:1'(ib), 'mlx5_3:1'(ib)
[1747659821.177126] [lrdn0558:2715059:0]     ucp_context.c:1019 UCX  WARN  network device 'mlx5_0:2' is not available, please use one or more of: 'enp1s0f0'(tcp), 'ib0'(tcp), 'lo'(tcp), 'mlx5_0:1'(ib), 'mlx5_1:1'(ib), 'mlx5_2:1'(ib), 'mlx5_3:1'(ib)
highest
0
11349687
11364704
11344642
11311944
11302557
11321941
11237680
11309765
11329219
11208846
11167783
11263411
11115120
11272313
11247939
11149012
11276936
11209032
11357895
11271719
11222339
11221120
11311977
11271371
11302120
11281751
11281882
11231078
11249581
11258490
11344119
11302135
11210058
11348064
11279043
11285988
11283377
11345385
11354273
11214000
11276013
11322889
11279070
11382905
11257185
11332330
11344142
11288104
11305035
11366661
11331774
11337648
11321007
11283264
11289410
11318364
11308182
11285172
11202732
11283802
11329154
11194619
11189142
11272931
11315670
11323849
11330261
11313622
11241686
11237465
11274741
11301320
11320784
11115606
11241410
11295855
11158433
11306183
10957784
11217339
11153197
11265040
11358303
11250444
11138129
11270098
11218887
11403828
11127650
11247977
11254360
11335580
11284921
11299477
11132389
11335783
11223219
11333318
11334976
11336462
11342449
11306271
11309145
11320486
11300776
11345771
11243769
11252188
11336962
11352586
11326485
11264517
11260907
11214106
11299237
11186035
11296490
11315302
11258590
11318027
11308893
11310989
11265761
11242948
11357652
11299468
11220907
11226997
11070128
11218943
11222824
11230342
11295695
11370139
11224851
11317515
11295350
11167491
11242297
11219556
11187428
11326713
11228709
11270069
11048595
11013696
11157289
11316487
11343133
11272393
11267190
11372050
11371980
11325860
11178901
11329275
11214298
11359461
11282886
11288771
11239837
11302316
11257592
11323906
11373139
11245895
11196760
11336582
11316992
11292382
11313027
11355777
11313121
11282034
11361361
11313394
11306352
11199903
11272739
11295241
11272104
11324597
11294777
11350961
11295962
11344117
11274267
11377164
11358463
11284144
11287472
11325252
11253822
11237764
11307624
11265822
11216394
11381813
11193022
11280917
11281653
11335007
11183139
11276349
11294632
11357043
11360521
11328697
11364982
11274138
11258363
11326830
11364579
11375952
11369308
11333016
11213480
11237704
11200667
11332558
11204439
11340570
11287719
11375946
11274424
11372672
11237423
11323580
11367910
11389107
11180748
11232801
11267821
11209170
11282812
11247848
11252107
11271445
11392166
11346730
11107062
11149990
11256109
11303321
11290307
11274283
11323219
11277905
11365514
11315811
11270440
11315784
11334436
11297673
11259085
11290724
11330404
11119333
11265199
11335218
11218354
11218174
11216561
11125571
11244269
11225621
11330295
11171110
11311817
11290165
11193668
11285469
11316803
11192670
11234959
11281201
11320214
11283986
11207121
11108140
11224826
11268407
11288541
11374341
11249215
11252213
11256024
11265482
11382042
11289915
11274607
11346845
11155836
11361967
11206631
11258003
11327671
11347505
11348874
11345913
11332821
11281334
11272093
11285667
11291475
11295784
11340847
11248645
11171719
11301325
11317645
11357713
11098032
11198610
11214106
11222275
11318616
11348921
11278051
11339882
11242392
11373250
11275908
11368715
11246234
11340102
11256809
11358524
11143126
11358253
11307214
11370018
11312660
11371475
11264288
11313708
11340322
11310314
11250968
11428976
11216093
11355004
11265855
11132231
11177613
11362301
11292115
11272125
11329882
11273402
11356705
11368742
11328463
11290837
11179017
11303196
11321603
11187431
11294624
11158725
11369172
11294170
11315693
11347693
11286083
11332305
11350875
11372543
11283452
11262237
11336614
11250130
11358222
11316522
11316331
11326358
11360502
11227362
11249618
11385148
11360262
11366167
11282512
11234264
11291755
11268375
11331121
11139478
11345871
11327681
11150469
11127742
11201631
11326906
11306878
11177582
11301498
11367647
11237168
11258680
11358135
11297589
11129384
11407496
11395446
11337431
11266329
11308405
11184703
11269025
11352354
11340314
11299709
11339267
11317784
11310961
11328374
11305526
11189440
11245903
11338042
11290540
11375079
11285059
11241728
11344517
11190733
11332538
11302500
11220661
11324144
11177274
11334184
11309637
11244970
11312616
11375612
11216397
11270520
11169160
11307679
11312312
11270892
11241549
11185005
11309122
11242780
11275901
11274489
11260376
11342478
11284761
11441619
11357183
11311026
11233438
11298011
11203769
11220187
11352525
11168621
11311473
11282125
11314674
11308480
11342918
11297516
11344268
11241552
11312557
11349029
11252975
11195531
11309450
11354949
11354186
11353056
11329830
11296215
11284559
11147567
11209533
11318195
11244434
11318865
11312258
11370132
11334237
11222302
11337776
11290545
11265562
11315021
11182426
11315223
11295053
11290692
11276071
11240876
11240243
11236950
11313312
11291241
11330329
11264344
11291296
11336158
11126567
11332829
11094888
11315862
11309451
11275790
11285700
11317717
11159572
11239858
11224848
11338986
11181344
11194018
11310656
11289754
11246024
11319373
11346385
11231050
11376960
11246587
11309329
11188735
11242210
11326870
11307765
11296874
11342200
11251667
11311587
11349292
11366678
11351984
11179638
11124130
11250110
11339961
11326890
10978667
11210220
11277019
11275731
11326551
11269065
11228578
11354480
11248949
11274315
11276398
11307527
11288236
11178790
11319245
11306817
11254541
11245929
11258375
11274006
11352107
11405451
11248731
11290237
11147946
11247920
11249809
11341851
11389619
11308425
11298469
11255680
11346823
11336141
11351227
11185565
11191590
11362198
11264702
11171228
11177672
11384480
11286473
11430504
11231851
11275648
11113930
11337271
11120181
11199355
11310847
11312379
11314059
11296122
11367123
11338048
11244582
11319819
11237179
11225005
11257875
11176941
11267502
11315680
11256191
11064081
11293869
11272420
11409089
11288220
11315645
11302574
11379836
11297440
11219190
11283092
11313915
11261027
11154529
11283050
11276713
11319159
11341959
11348667
11331146
11268523
11348833
11331104
11170652
11224432
11204827
11286864
11230072
11160752
11327694
11379791
11179369
11185922
11222988
11235062
11279844
11307230
11278972
11230639
11293096
11065043
11287704
11218360
11345528
11256051
11321857
11302392
11307358
11323346
11277602
11267923
11231487
11236838
11277506
11227285
11362932
11202317
11342993
11215299
11304708
11138756
11285766
11306442
11288228
11404470
11270781
11117306
11295169
11351775
11340374
11300128
11375637
11323449
11227740
11342829
11319282
11327182
11251860
11326439
11262119
11272634
11275563
11280413
11295848
11274035
11353747
11301796
11276739
11226977
11311750
11294300
11253622
11314266
11293606
11195492
11254837
11330458
11270824
11170244
11230637
11327517
11324566
11279644
11351969
11345138
11347819
11293980
11326222
11311034
11272064
11321210
11400267
11396709
11280860
11334167
11222678
11365728
11340425
11299288
11286139
11312911
11370073
11274323
11293407
11315594
11272619
11393871
11231785
11246849
11286894
11293005
11358911
11252969
11318877
11173900
11297478
11338032
11223290
11375427
11279523
11353877
11279521
11266116
11285671
11320528
11289067
11214882
11260987
11278676
11334185
11273235
11223438
11247494
11319451
11294902
11248033
11269210
11351174
11308330
11277160
11177642
11260526
11324400
11293437
11369560
11122571
11293756
11303095
11315669
11347779
11309068
11220014
11312201
11279126
11312783
11201629
11296139
11334713
11348232
11314415
11229434
11051805
11262453
11280961
11384221
11270877
11379815
11332055
11280855
11269833
11277082
11324009
11401230
11225722
11342898
11240292
11379357
11211592
11300514
11349660
11089860
11364843
11286502
11296020
11286481
11243000
11236900
11241047
11091414
11349632
11286895
11256174
11254463
11230826
11111139
11224185
11330646
11197192
11342813
11264067
11251389
11289447
11292370
11305993
11332372
11234390
11256540
11180869
11262849
11314056
11323181
11314692
11313589
11323973
11283060
11270848
11247557
11302915
11323696
11248960
11255132
11324722
11281668
11126398
11332096
11297360
11306917
