1 : 0 - swing: 19 test: -5
2 : 0 - swing: 19 test: -5
3 : 0 - swing: 19 test: -5
0 : 0 - swing: 19 test: -5
20 : 0 - swing: 6 test: -5
28 : 0 - swing: 44 test: -5
21 : 0 - swing: 6 test: -5
11 : 0 - swing: 8 test: -5
12 : 0 - swing: 63 test: -5
29 : 0 - swing: 44 test: -5
8 : 0 - swing: 8 test: -5
13 : 0 - swing: 63 test: -5
30 : 0 - swing: 44 test: -5
22 : 0 - swing: 6 test: -5
7 : 0 - swing: -3 test: -5
16 : 0 - swing: 15 test: -5
23 : 0 - swing: 6 test: -5
9 : 0 - swing: 8 test: -5
14 : 0 - swing: 63 test: -5
31 : 0 - swing: 44 test: -5
4 : 0 - swing: -3 test: -5
17 : 0 - swing: 15 test: -5
26 : 0 - swing: 6 test: -5
10 : 0 - swing: 8 test: -5
15 : 0 - swing: 63 test: -5
5 : 0 - swing: -3 test: -5
18 : 0 - swing: 15 test: -5
27 : 0 - swing: 6 test: -5
24 : 0 - swing: 6 test: -5
6 : 0 - swing: -3 test: -5
19 : 0 - swing: 15 test: -5
25 : 0 - swing: 6 test: -5
